MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,SaleType,SaleCondition,SalePrice,SalePriceLog,ExteriorMat,HouseFin,ExteriorStyle
120,RL,30.0,9549,NA,IR,CulDSac,Veenker,Norm,Twnhs,1.0Story,8,5,1995,1996,Hip,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,GLQ,1494,Ex,Y,SBrkr,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2,481,Y,0,30,0,0,216,0,NA,0,WD,Normal,270000,12.506177237980511,Other,Finished,Other
20,RL,75.0,14587,NA,IR,Inside,Somerst,Norm,1Fam,1.0Story,9,5,2008,2008,Gable,Stone,284.0,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,1498,Ex,Y,SBrkr,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2,592,Y,0,174,0,0,0,0,NA,0,Oth,Partial,264132,12.484204257170104,VinylSd,Finished,Siding
60,RL,80.0,10421,NA,Reg,Inside,NWAmes,Norm,1Fam,2.0Story,7,5,1988,1988,Gable,BrkFace,42.0,TA,Gd,CBlock,Gd,TA,No,GLQ,Unf,980,TA,Y,SBrkr,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,496,Y,228,66,156,0,0,0,Fence,500,WD,Normal,196500,12.188417710291453,HdBoard,Finished,Other
50,RL,75.0,12508,NA,IR,Inside,Mitchel,Norm,1Fam,1.5Story,6,7,1940,1985,Gable,None,0.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,Unf,983,Ex,Y,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,Atype,0,NA,Attchd,Unf,1,423,Y,245,0,156,0,0,0,NA,1300,WD,Normal,160000,11.982929094215963,VinylSd,Finished,Siding
20,RL,70.0,9100,NA,Reg,Inside,CollgCr,Norm,1Fam,1.0Story,7,5,2004,2005,Hip,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,1860,Ex,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,484,Y,120,33,0,0,0,0,NA,0,WD,Normal,216837,12.28690119819279,VinylSd,Finished,Siding
60,RL,47.0,53504,NA,IR,CulDSac,StoneBr,Norm,1Fam,2.0Story,8,5,2003,2003,Hip,BrkFace,603.0,Ex,Gd,PConc,Gd,TA,Gd,ALQ,Unf,1650,Ex,Y,SBrkr,1690,1589,0,3279,1,0,3,1,4,1,Ex,12,Atype,1,Gd,Attchd,Fin,3,841,Y,503,36,0,0,210,0,NA,0,WD,Normal,538000,13.195613839143922,Wood,Finished,Shingle
85,RL,70.05,7252,NA,IR,CulDSac,Sawyer,Norm,1Fam,SFoyer,5,5,1982,1982,Hip,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,858,TA,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2,576,Y,120,0,0,0,0,0,NA,0,WD,Normal,134900,11.812289042195847,Wood,Finished,Siding
20,RL,67.0,8877,NA,Reg,Inside,Edwards,Norm,1Fam,1.0Story,4,5,1951,1951,Gable,None,0.0,TA,Gd,CBlock,Fa,Fa,No,LwQ,Unf,836,TA,Y,Fuse,1220,0,0,1220,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,Unf,2,396,Y,0,0,0,0,0,0,NA,0,Oth,Normal,102000,11.532728092266408,Wood,Finished,Siding
80,RL,94.0,7819,NA,Reg,Inside,Edwards,Norm,1Fam,SLvl,6,5,1976,1976,Gable,None,0.0,TA,Gd,CBlock,TA,TA,Av,ALQ,BLQ,1029,TA,Y,SBrkr,1117,0,0,1117,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,Unf,2,672,Y,144,0,0,0,0,0,Fence,0,WD,Abnorml,107000,11.580584113444043,Plywood,Finished,Other
20,RL,70.0,10150,NA,Reg,Inside,NAmes,Feedr,1Fam,1.0Story,5,5,1958,1958,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,912,Ex,Y,Fuse,912,0,0,912,0,0,1,0,2,1,TA,5,Typ,0,NA,Attchd,RFn,1,275,Y,0,0,0,0,0,0,NA,0,Oth,Normal,114500,11.648330101976432,Wood,Finished,Siding
20,RL,110.0,14226,NA,Reg,Corner,NridgHt,Norm,1Fam,1.0Story,8,5,2006,2006,Hip,BrkFace,375.0,Gd,Gd,PConc,Gd,TA,Av,Unf,Unf,1935,Gd,Y,SBrkr,1973,0,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,Fin,3,895,Y,315,45,0,0,0,0,NA,0,Oth,Partial,395000,12.886641043883259,VinylSd,Finished,Siding
120,RM,32.0,4500,NA,Reg,FR2,Mitchel,Norm,Twnhs,1.0Story,6,5,1998,1998,Hip,BrkFace,320.0,TA,Gd,PConc,Ex,TA,No,GLQ,Unf,1204,Ex,Y,SBrkr,1204,0,0,1204,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,Fin,2,412,Y,0,247,0,0,0,0,NA,0,WD,Normal,162000,11.99535161421452,VinylSd,Finished,Siding
20,RL,86.0,11210,NA,IR,Inside,CollgCr,Norm,1Fam,1.0Story,7,5,2005,2006,Gable,BrkFace,240.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,Unf,1614,Ex,Y,SBrkr,1614,0,0,1614,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,RFn,3,865,Y,144,59,0,0,0,0,NA,0,Oth,Partial,221500,12.308177868467327,VinylSd,Finished,Siding
20,RL,100.0,13350,NA,IR,Inside,Sawyer,Norm,1Fam,1.0Story,5,5,1974,1974,Hip,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,864,TA,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Po,Attchd,Unf,2,440,Y,241,0,0,0,0,0,Fence,0,WD,Normal,142500,11.867097278690842,Plywood,Finished,Other
90,RH,60.0,8400,NA,Reg,Inside,SawyerW,Feedr,Oth,1.0Story,5,5,1977,1977,Gable,BrkFace,320.0,TA,Gd,Oth,NA,NA,No,NA,NA,0,TA,Y,SBrkr,2020,0,0,2020,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,Unf,2,630,Y,0,0,0,0,0,0,NA,0,WD,Normal,144000,11.877568578558138,Plywood,Finished,Other
90,RL,78.0,10530,NA,Reg,Inside,Mitchel,Norm,Oth,SFoyer,6,5,1977,1977,Gable,BrkFace,90.0,TA,Gd,CBlock,Gd,TA,Gd,GLQ,Unf,975,TA,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,Unf,2,504,Y,0,0,0,0,0,0,NA,0,WD,Normal,135000,11.813030057420567,Stucco,Finished,Other
20,RL,63.0,7875,NA,Reg,Inside,Gilbert,Norm,1Fam,1.0Story,7,5,1995,1996,Gable,BrkFace,38.0,TA,Gd,PConc,Gd,Gd,No,Unf,Unf,1237,Gd,Y,SBrkr,1253,0,0,1253,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,402,Y,220,21,0,0,0,0,NA,0,WD,Normal,176000,12.078239274020289,HdBoard,Finished,Other
60,RL,65.0,7153,NA,Reg,Inside,SawyerW,Norm,1Fam,2.0Story,6,5,1992,1992,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,Unf,761,Ex,Y,SBrkr,810,793,0,1603,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2,484,Y,0,124,0,0,0,0,NA,0,WD,Normal,175900,12.077670930725649,VinylSd,Finished,Siding
20,RL,67.0,16285,NA,IR,Inside,CollgCr,Norm,1Fam,1.0Story,7,5,2001,2002,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,1413,Ex,Y,SBrkr,1430,0,0,1430,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,605,Y,0,33,0,0,0,0,NA,0,WD,Normal,187100,12.139398512262181,VinylSd,Finished,Siding
85,RL,70.05,9101,NA,IR,Corner,Mitchel,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,Unf,1097,Ex,Y,SBrkr,1110,0,0,1110,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,Fin,2,602,Y,303,30,0,0,0,0,NA,0,WD,Normal,165500,12.016726473799254,Plywood,Finished,Other
75,RM,35.0,6300,Grvl,Reg,Inside,OldTown,Norm,1Fam,2.5Story,6,6,1914,2001,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,742,Ex,Y,SBrkr,742,742,0,1484,0,0,2,0,3,1,TA,9,Typ,1,Gd,NA,NA,0,0,Y,0,291,134,0,0,0,NA,0,WD,Normal,128000,11.759785542901755,Wood,Unfinished,Shingle
20,RL,70.05,9790,NA,Reg,Inside,NWAmes,Feedr,1Fam,1.0Story,6,5,1967,1967,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,LwQ,1372,TA,Y,SBrkr,1342,0,0,1342,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,2,457,Y,0,0,0,0,197,0,NA,0,WD,Normal,161500,11.992260421644849,Wood,Finished,Siding
50,RM,60.0,10800,NA,Reg,Inside,OldTown,Artery,1Fam,1.5Story,5,6,1915,1950,Gable,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,686,TA,Y,SBrkr,966,686,0,1652,1,0,2,0,4,1,TA,7,Typ,0,NA,Detchd,Unf,1,416,Y,0,0,196,0,0,0,NA,1200,WD,Normal,139000,11.842229212112828,MetalSd,Finished,Siding
60,RL,76.0,10142,NA,IR,Inside,SawyerW,Norm,1Fam,2.0Story,7,5,2004,2004,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,956,Ex,Y,SBrkr,956,1128,0,2084,1,0,2,1,4,1,Gd,8,Typ,0,NA,Attchd,RFn,2,618,Y,0,45,0,0,0,0,NA,0,WD,Normal,233000,12.358793732547838,VinylSd,Finished,Siding
20,RM,50.0,6000,NA,Reg,Corner,OldTown,Norm,1Fam,1.0Story,4,7,1954,2000,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,901,Ex,Y,SBrkr,901,0,0,901,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,1,281,Y,0,0,0,0,0,0,NA,0,WD,Normal,107900,11.588960151246226,MetalSd,Finished,Siding
60,RL,70.05,12205,NA,IR,Inside,ClearCr,Norm,1Fam,2.0Story,6,8,1966,2007,Gable,BrkFace,157.0,TA,Gd,CBlock,TA,Fa,Gd,LwQ,Unf,832,Gd,Y,SBrkr,976,1111,0,2087,0,0,2,1,5,1,Gd,9,Typ,0,NA,Attchd,Fin,2,444,Y,133,168,0,0,0,0,NA,0,WD,Normal,187500,12.141534124392603,HdBoard,Finished,Other
120,RL,43.0,3182,NA,Reg,Inside,Blmngtn,Norm,Twnhs,1.0Story,7,5,2005,2006,Gable,BrkFace,11.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,1145,Ex,Y,SBrkr,1145,0,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,397,Y,100,16,0,0,0,0,NA,0,WD,Normal,160200,11.984178313616395,VinylSd,Finished,Siding
80,RL,70.05,11333,NA,IR,Corner,Mitchel,Norm,1Fam,SLvl,6,5,1976,1976,Gable,None,0.0,TA,Gd,PConc,Gd,TA,Av,ALQ,Unf,1029,TA,Y,SBrkr,1062,0,0,1062,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,RFn,2,539,Y,120,0,0,0,0,0,NA,0,WD,Normal,146800,11.896826395162552,HdBoard,Finished,Other
60,RL,92.0,9920,NA,IR,CulDSac,NoRidge,Norm,1Fam,2.0Story,7,5,1996,1997,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,Unf,1117,Ex,Y,SBrkr,1127,886,0,2013,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,Unf,2,455,Y,180,130,0,0,0,0,NA,0,WD,Normal,269790,12.50539915757667,MetalSd,Finished,Siding
20,RL,76.0,9158,NA,Reg,Inside,Somerst,Norm,1Fam,1.0Story,8,5,2007,2007,Gable,Stone,140.0,Gd,Gd,PConc,Gd,TA,Av,Unf,Unf,1496,Ex,Y,SBrkr,1496,0,0,1496,0,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,Fin,2,474,Y,168,130,0,0,0,0,NA,0,Oth,Partial,225000,12.323855681186558,Other,Finished,Other
60,RL,70.05,10832,NA,IR,Corner,Gilbert,Norm,1Fam,2.0Story,7,5,1994,1996,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,712,Ex,Y,SBrkr,1086,809,0,1895,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,409,Y,143,46,0,0,0,0,NA,500,WD,Normal,194500,12.178187442040638,MetalSd,Finished,Siding
60,RL,70.0,8400,NA,Reg,Inside,SawyerW,Norm,1Fam,2.0Story,6,6,1980,1981,Gable,BrkFace,130.0,TA,Gd,CBlock,Gd,TA,No,Unf,Unf,650,TA,Y,SBrkr,888,676,0,1564,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,476,Y,0,50,0,0,204,0,Fence,0,WD,Normal,171000,12.049418835484797,HdBoard,Finished,Other
20,RL,71.0,8197,NA,Reg,Inside,Sawyer,Norm,1Fam,1.0Story,6,5,1977,1977,Gable,BrkFace,148.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,660,Ex,Y,SBrkr,1285,0,0,1285,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2,528,Y,138,0,0,0,0,0,Fence,0,WD,Normal,143500,11.874090314181814,Plywood,Finished,Other
20,RL,57.0,7677,NA,Reg,Inside,NAmes,Norm,1Fam,1.0Story,5,5,1953,1953,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,773,Gd,Y,SBrkr,773,0,0,773,0,0,1,0,2,1,TA,4,Typ,0,NA,Attchd,Unf,1,240,Y,0,0,0,0,0,0,NA,0,WD,Abnorml,110000,11.608235644774552,VinylSd,Finished,Siding
60,RL,104.0,13518,NA,Reg,Inside,NridgHt,Norm,1Fam,2.0Story,9,5,2008,2009,Hip,Stone,860.0,Ex,Gd,PConc,Ex,TA,No,Unf,Unf,1926,Ex,Y,SBrkr,1966,1174,0,3140,0,0,3,1,4,1,Ex,11,Typ,2,Gd,Attchd,Fin,3,820,Y,144,78,0,0,0,0,NA,0,Oth,Partial,485000,13.091904169919621,VinylSd,Finished,Siding
50,RL,60.0,7200,NA,Reg,Corner,SWISU,Feedr,1Fam,1.5Story,5,7,1937,1950,Gable,BrkFace,252.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,731,Ex,Y,SBrkr,981,787,0,1768,1,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,Unf,1,240,Y,0,0,264,0,0,0,Fence,0,WD,Normal,175000,12.072541252905651,Wood,Finished,Siding
60,RL,79.0,12798,NA,IR,Inside,ClearCr,Feedr,1Fam,2.0Story,6,5,1997,1997,Gable,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,616,Gd,Y,SBrkr,616,1072,0,1688,1,0,2,1,4,1,Gd,8,Typ,0,NA,Attchd,RFn,2,603,Y,403,114,185,0,0,0,NA,400,WD,Normal,200000,12.206072645530174,VinylSd,Finished,Siding
30,RM,40.0,4800,NA,Reg,Inside,IDOTRR,Norm,1Fam,1.0Story,4,7,1916,1990,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,Unf,1196,Ex,Y,Fuse,1196,0,0,1196,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,2,440,Y,0,0,0,0,0,0,NA,0,WD,Normal,109900,11.607326140391713,MetalSd,Finished,Siding
60,RL,63.0,8199,NA,Reg,Inside,CollgCr,Norm,1Fam,2.0Story,7,5,2005,2005,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,Unf,728,Ex,Y,SBrkr,728,728,0,1456,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2,410,Y,36,18,0,0,0,0,NA,0,WD,Normal,189000,12.14950229404178,Wood,Finished,Shingle
60,RL,107.0,13891,NA,Reg,Inside,NridgHt,Norm,1Fam,2.0Story,9,5,2008,2009,Hip,Stone,424.0,Ex,Gd,PConc,Ex,TA,Gd,Unf,Unf,1734,Ex,Y,SBrkr,1734,1088,0,2822,0,0,3,1,4,1,Ex,12,Typ,1,Gd,Attchd,RFn,3,1020,Y,52,170,0,0,192,0,NA,0,Oth,Partial,582933,13.275827535915461,VinylSd,Finished,Siding
20,RL,75.0,9000,NA,Reg,Inside,NAmes,Norm,1Fam,1.0Story,5,5,1954,1954,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,Unf,936,TA,Y,SBrkr,1128,0,0,1128,0,0,1,0,2,1,TA,5,Atype,0,NA,Attchd,Unf,1,286,Y,0,0,0,0,0,0,Fence,0,WD,Abnorml,118000,11.678439903447801,Wood,Finished,Siding
20,RL,91.0,12274,NA,IR,FR2,Somerst,Norm,1Fam,1.0Story,7,5,2008,2008,Gable,Stone,256.0,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,1417,Ex,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,1,Ex,6,Typ,0,NA,Attchd,RFn,2,554,Y,0,60,0,0,0,0,NA,0,Oth,Partial,227680,12.33569641332368,VinylSd,Finished,Siding
80,RL,75.0,9750,NA,Reg,Inside,NAmes,Norm,1Fam,SLvl,5,5,1967,1967,Gable,None,0.0,TA,Gd,PConc,TA,TA,Av,ALQ,Rec,980,Gd,Y,SBrkr,980,0,0,980,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,Fin,1,384,Y,68,0,0,0,0,0,NA,0,WD,Normal,135500,11.816726919301892,VinylSd,Finished,Siding
70,RL,144.0,21384,NA,Reg,Inside,BrkSide,Norm,1Fam,2.0Story,5,6,1923,2004,Gable,None,0.0,TA,Gd,CBlock,TA,TA,Gd,GLQ,Unf,1324,Ex,Y,SBrkr,1072,504,0,1576,2,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2,528,Y,0,312,0,0,0,0,NA,0,WD,Normal,223500,12.31716669303576,Wood,Finished,Siding
80,RL,85.0,13400,NA,Reg,Inside,NAmes,Norm,1Fam,SLvl,5,5,1966,1966,Gable,BrkFace,1047.0,TA,Gd,CBlock,TA,TA,Av,ALQ,BLQ,1024,TA,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,2,484,Y,0,0,0,0,0,0,Fence,0,WD,Normal,159950,11.982616545377663,VinylSd,Finished,Siding
75,RM,90.0,8100,NA,Reg,Corner,OldTown,Norm,1Fam,2.5Story,5,5,1898,1965,Hip,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,849,TA,N,Fuse,1075,1063,0,2138,0,0,2,0,2,3,TA,11,Typ,0,NA,Detchd,Unf,2,360,N,40,156,0,0,0,0,Fence,0,WD,Normal,106000,11.571194373094205,Other,Unfinished,Shingle
20,RL,78.0,10140,NA,Reg,Inside,NWAmes,Norm,1Fam,1.0Story,6,6,1974,1999,Hip,BrkFace,99.0,TA,Gd,CBlock,TA,TA,No,ALQ,LwQ,1040,Fa,Y,SBrkr,1309,0,0,1309,1,0,1,1,3,1,Gd,5,Typ,1,Po,Attchd,RFn,2,484,Y,265,0,0,0,0,648,Fence,0,WD,Normal,181000,12.106252310247962,HdBoard,Finished,Other
120,RM,70.05,4438,NA,Reg,Inside,CollgCr,Norm,Twnhs,1.0Story,6,5,2004,2004,Gable,BrkFace,169.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,Unf,848,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,Fin,2,420,Y,140,0,0,0,0,0,NA,0,Oth,Normal,144500,11.881034786534624,VinylSd,Finished,Siding
20,C (all),66.0,8712,NA,Reg,Inside,IDOTRR,Norm,1Fam,1.0Story,5,5,1952,1952,Hip,None,0.0,Fa,Gd,CBlock,TA,TA,Av,Unf,Unf,540,TA,N,Fuse,1044,0,0,1044,0,0,1,0,2,1,Fa,4,Typ,0,NA,Attchd,Unf,2,504,N,0,0,0,0,0,0,NA,54,WD,Abnorml,55993,10.932981961904135,Wood,Finished,Siding
20,RL,75.0,9750,NA,Reg,Inside,NAmes,Norm,1Fam,1.0Story,6,6,1958,1958,Gable,BrkFace,243.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,1442,Gd,Y,SBrkr,1442,0,0,1442,0,0,1,1,4,1,TA,7,Typ,0,NA,Attchd,RFn,1,301,Y,0,0,275,0,0,0,NA,500,Oth,Normal,157900,11.969717200243734,MetalSd,Finished,Siding
50,RL,45.0,8248,Grvl,Reg,Inside,Edwards,Norm,1Fam,1.5Story,5,7,1918,1950,Gable,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,686,Gd,Y,SBrkr,686,564,0,1250,0,1,1,1,3,1,Fa,7,Typ,0,NA,Detchd,Unf,1,280,N,207,0,96,0,0,0,NA,0,WD,Normal,116000,11.661345470088502,Stucco,Finished,Other
20,RL,48.0,12137,NA,IR,CulDSac,CollgCr,Norm,1Fam,1.0Story,7,5,1998,1998,Gable,BrkFace,442.0,TA,Gd,PConc,Gd,TA,No,Unf,Unf,1649,Ex,Y,SBrkr,1661,0,0,1661,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,598,Y,0,34,0,0,0,0,NA,0,WD,Normal,224900,12.323411137947407,VinylSd,Finished,Siding
20,RL,70.05,11425,NA,IR,Corner,NAmes,Norm,1Fam,1.0Story,5,6,1954,1954,Gable,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,1008,Gd,Y,SBrkr,1008,0,0,1008,0,0,1,0,2,1,TA,4,Typ,1,Gd,Attchd,RFn,1,275,Y,0,0,120,0,0,0,NA,0,WD,Normal,137000,11.827736204810263,Other,Finished,Other
20,RL,70.05,13265,NA,IR,CulDSac,Mitchel,Norm,1Fam,1.0Story,8,5,2002,2002,Hip,BrkFace,148.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,1568,Ex,Y,SBrkr,1689,0,0,1689,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,RFn,3,857,Y,150,59,0,0,0,0,NA,0,WD,Normal,271000,12.509874099861838,Other,Finished,Other
80,RL,80.0,8816,NA,Reg,Inside,ClearCr,Norm,1Fam,SLvl,6,7,1971,1971,Gable,BrkFace,80.0,TA,Gd,CBlock,TA,TA,Av,GLQ,Unf,1010,Gd,Y,SBrkr,1052,0,0,1052,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,2,440,Y,0,0,0,0,0,0,Fence,0,WD,Normal,155000,11.951180395901384,HdBoard,Finished,Other
120,RL,44.0,6371,NA,IR,Inside,NridgHt,Norm,Twnhs,1.0Story,7,5,2009,2010,Gable,Stone,128.0,Gd,Gd,PConc,Gd,TA,Mn,GLQ,Unf,1358,Ex,Y,SBrkr,1358,0,0,1358,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,484,Y,192,35,0,0,0,0,NA,0,Oth,Partial,224000,12.319401330837177,VinylSd,Finished,Siding
60,RL,72.0,7226,NA,IR,CulDSac,CollgCr,Norm,1Fam,2.0Story,7,5,2003,2003,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,No,Unf,Unf,798,Ex,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,595,Y,0,45,0,0,0,0,NA,0,WD,Normal,183000,12.117241431823558,VinylSd,Finished,Siding
20,RM,60.0,6000,Pave,Reg,Inside,OldTown,Norm,Oth,1.0Story,4,4,1953,1953,Gable,None,0.0,Fa,Gd,CBlock,Fa,TA,No,Unf,Unf,936,TA,N,SBrkr,936,0,0,936,0,0,1,0,2,1,TA,4,Atype,0,NA,Detchd,Unf,2,576,Y,0,32,112,0,0,0,NA,0,WD,Normal,93000,11.440354772135393,MetalSd,Finished,Siding
60,RL,70.05,12394,NA,IR,Corner,Gilbert,Norm,1Fam,2.0Story,7,5,2003,2003,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,Gd,Unf,Unf,847,Ex,Y,SBrkr,847,886,0,1733,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2,433,Y,100,48,0,0,0,0,NA,0,WD,Abnorml,225000,12.323855681186558,VinylSd,Finished,Siding
50,RL,60.0,9900,NA,Reg,Inside,SWISU,Norm,1Fam,1.5Story,6,7,1940,1950,Gable,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,778,TA,Y,SBrkr,944,545,0,1489,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,240,Y,335,0,0,0,0,0,Fence,0,WD,Normal,139500,11.845819880243557,VinylSd,Finished,Siding
20,FV,81.0,11216,NA,Reg,Inside,Somerst,Norm,1Fam,1.0Story,8,5,2006,2006,Gable,None,0.0,Gd,Gd,PConc,Gd,Gd,No,Unf,Unf,1489,Ex,Y,SBrkr,1489,0,0,1489,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,776,Y,0,140,0,0,0,0,NA,0,Oth,Partial,232600,12.3570755190667,VinylSd,Finished,Siding
20,RL,114.0,14803,NA,Reg,Inside,NridgHt,Pos,1Fam,1.0Story,10,5,2007,2008,Hip,BrkFace,816.0,Ex,Gd,PConc,Ex,TA,Av,GLQ,Unf,2078,Ex,Y,SBrkr,2084,0,0,2084,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,1220,Y,188,45,0,0,0,0,NA,0,Oth,Partial,385000,12.86099861326992,Other,Finished,Other
45,RM,50.0,6130,NA,Reg,Inside,BrkSide,Norm,1Fam,1.5Story,5,6,1924,1950,Gable,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,Unf,784,Gd,Y,SBrkr,784,0,0,784,1,0,1,0,2,1,Gd,5,Typ,0,NA,NA,NA,0,0,Y,0,0,116,0,0,0,NA,0,WD,Normal,109500,11.603679828238693,MetalSd,Unfinished,Siding
20,RL,65.0,8529,NA,IR,Inside,SawyerW,Norm,1Fam,1.0Story,7,5,2001,2001,Gable,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,1454,Ex,Y,SBrkr,1434,0,0,1434,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2,527,Y,290,39,0,0,0,0,NA,0,WD,Normal,189000,12.14950229404178,VinylSd,Finished,Siding
